wsid,name,country,province,icao,latitude,longitude,elevation,begin_date,end_date
999999-24246,ASTORIA NAS,US,OR,,+46.167,-123.883,+0004.0,1945-04-01,1946-05-20
999999-24248,CORVALLIS NAAS,US,OR,,+44.500,-123.283,+0075.0,1945-06-22,1945-09-15
999999-24249,KLAMATH FALLS NAS,US,OR,,+42.133,-121.750,+1247.9,1945-04-01,1945-10-01
999999-24250,LAKEVIEW NSA,US,OR,,+42.150,-120.400,+1444.1,1945-04-01,1945-10-01
999999-24251,NORTH BEND NAAF,US,OR,,+43.417,-124.233,+0015.8,1945-05-01,1945-09-15
999999-24252,QUILLAYUTE NAAS,US,WA,,+47.950,-124.533,+0061.9,1945-03-01,1945-09-01
999999-24253,SHELTON NAAS,US,WA,,+47.233,-123.133,+0091.1,1945-04-01,1945-09-16
999999-24254,TILLAMOOK NAS,US,OR,,+45.417,-123.800,+0011.9,1946-01-01,1948-04-30
999999-24255,WHIDBEY ISLAND NAS,US,WA,KNUW,+48.350,-122.667,+0014.3,1945-04-01,1972-12-31
999999-24259,MONTAGUE SISKIYOU COUNTY AP,US,CA,KSIY,+41.781,-122.472,+0805.0,1956-01-01,1966-01-01
999999-24278,HOQUIAM,US,WA,,+46.967,-123.883,+0004.9,1953-05-01,1953-06-01
999999-24281,WSMO (EMSU),US,WA,,+47.650,-122.300,+0005.8,1996-07-02,1997-12-31
999999-24283,ARCATA AIRPORT,US,CA,KACV,+40.978,-124.109,+0064.0,1949-12-01,1972-12-31
999999-24284,NORTH BEND MUNI AIRPORT,US,OR,KOTH,+43.413,-124.244,+0005.2,1949-05-01,1976-12-31
999999-24285,NEWPORT MUNICIPAL AP,US,OR,KONP,+44.583,-124.050,+0048.8,1949-08-01,1950-11-15
999999-24286,CRESCENT CITY FAA AI,US,CA,KCEC,+41.780,-124.237,+0016.8,1949-10-15,1955-01-01
999999-25237,HOLBERG,CA,,CYHJ,+50.650,-128.000,+0569.1,1956-06-11,1969-12-30
999999-25309,JUNEAU MUNICIPAL ARPT,US,AK,PAJN,+58.357,-134.564,+0007.3,1948-07-01,1972-12-31
999999-25310,ANGOON,US,AK,PAGN,+57.499,-134.586,+0000.0,1948-07-24,1948-09-01
999999-25315,CAPE DECISION,US,AK,CDE,+56.000,-134.133,+0014.9,1948-07-01,1948-09-01
999999-25316,CAPE SPENCER,US,AK,CSP,+58.200,-136.633,+0027.1,1948-07-01,1948-09-01
999999-25317,CRAIG,US,AK,CGA,+55.483,-133.150,+0004.0,1948-07-01,1948-09-01
999999-25322,GUSTAVUS,US,AK,PAGS,+58.411,-135.709,+0009.1,1949-01-01,1968-07-01
999999-25323,HAINES,US,AK,PAHN,+59.243,-135.509,+0004.9,1948-07-01,1953-08-31
999999-25325,KETCHIKAN TONGASS,US,AK,PAKT,+55.357,-131.712,+0029.3,1948-07-01,1948-08-31
999999-25329,PETERSBURG,US,AK,PAPG,+56.806,-132.937,+0032.6,1948-07-01,1956-04-30
999999-25333,SITKA JAPONSKI AP,US,AK,PASI,+57.048,-135.365,+0020.4,1948-07-01,1971-02-01
999999-25339,YAKUTAT STATE AP,US,AK,PAYA,+59.512,-139.671,+0009.4,1949-01-01,1972-12-31
999999-25342,CAPE SAINT JAMES  &,CA,,WFV,+51.933,-131.017,,1953-01-01,1972-12-31
999999-25343,LANGARA,CA,,CYLA,+54.250,-133.050,+0041.1,1954-01-01,1972-12-31
999999-25379,SITKA 1 NE,US,AK,,+57.057,-135.327,+0023.8,2005-08-15,2025-06-05
999999-25380,GUSTAVUS 2 NE,US,AK,,+58.429,-135.690,+0006.1,2012-07-19,2025-06-05
999999-25381,METLAKATLA 6 S,US,AK,,+55.046,-131.588,+0032.0,2012-07-26,2025-06-05
999999-25382,YAKUTAT 3 SSE,US,AK,,+59.509,-139.685,+0007.9,2016-08-27,2025-06-05
999999-25403,MIDDLETON ISLAND AUT,US,AK,PAMD,+59.450,-146.317,+0036.9,1959-01-01,1963-07-01
999999-25506,ILIAMNA ARPT,US,AK,PAIL,+59.749,-154.909,+0048.8,1948-07-01,1971-01-31
999999-25507,HOMER MUNICIPAL ARPT,US,AK,PAHO,+59.642,-151.491,+0022.3,1948-07-01,1972-12-31
999999-25515,DRIFTWOOD BAY,US,AK,DFB,+53.967,-166.850,+0395.9,1959-06-30,1969-06-01
999999-25522,KING SALMON 42 SE,US,AK,,+58.208,-155.923,+0201.5,2012-08-15,2025-06-05
999999-25624,COLD BAY ARPT,US,AK,PACD,+55.221,-162.733,+0031.4,1955-07-01,1972-12-31
999999-25630,SAND POINT 1 ENE,US,AK,,+55.347,-160.466,+0073.2,2009-08-20,2025-06-05
999999-25701,ADAK DAVIS AFB,US,AK,,+51.883,-176.650,+0004.9,1949-01-01,1950-07-01
999999-25709,ASI TANAGA ISLAND NS,US,AK,,+51.750,-178.033,+0045.1,1947-02-01,1949-03-16
999999-25711,ST. PAUL 4 NE,US,AK,,+57.158,-170.212,+0006.1,2005-08-07,2025-06-05
999999-26114,CAPE YOUNG PIN 2,CA,,CYUI,+68.933,-116.917,+0017.1,1953-01-01,1967-11-01
999999-26394,TUKTOYAKTUK,CA,,CYUB,+69.450,-133.017,+0005.0,1964-01-01,1972-12-31
999999-26401,ANCHORAGE ELMENDORF AFB,US,AK,PAED,+61.253,-149.794,+0064.9,2004-07-02,2005-12-31
999999-26403,LADD AAB,US,AK,FBK,+64.850,-147.583,+0148.1,1949-01-01,1960-11-01
999999-26413,FORT YUKON,US,AK,PFYU,+66.567,-145.267,+0138.4,1948-07-01,1963-09-30
999999-26414,SUMMIT AIRPORT,US,AK,PAST,+63.331,-149.127,+0734.3,1948-07-01,2004-12-31
999999-26416,BOUNDARY,US,AK,BYA,+64.067,-141.117,+0793.1,1948-07-01,1948-09-01
999999-26417,CAPE HINCHINBROOK,US,AK,CHB,+60.233,-146.650,+0056.1,1964-07-01,1973-12-31
999999-26418,CENTRAL NO 2,US,AK,PACE,+65.567,-144.765,+0284.1,1948-07-01,1948-09-01
999999-26422,EAGLE AIRPORT,US,AK,PAEG,+64.777,-141.148,+0273.7,1998-02-02,2005-12-31
999999-26435,NENANA MUNICIPAL AP,US,AK,PANN,+64.550,-149.072,+0110.3,1949-01-01,1971-02-01
999999-26436,NORTH DUTCH ISLAND C,US,AK,NDI,+60.767,-147.800,+0011.9,1948-07-01,1951-09-14
999999-26437,PORTAGE,US,AK,,+60.850,-148.983,+0011.0,1948-07-01,1948-09-01
999999-26439,SHEEP MOUNTAIN,US,AK,PASP,+61.812,-147.507,+0835.2,1949-01-01,2004-12-31
999999-26442,VALDEZ WSO,US,AK,PAVW,+61.130,-146.352,+0011.3,1967-07-02,1972-12-31
999999-26445,YAKATAGA AP,US,AK,PAWS,+61.572,-149.540,+0107.9,1948-07-01,1968-05-23
999999-26451,ANCHORAGE INTL AP,US,AK,PANC,+61.169,-150.028,+0040.2,1953-11-01,1972-12-31
999999-26452,ELMENDORF 2 AFB,US,AK,,+61.250,-149.800,+0063.1,1953-10-22,1956-04-13
999999-26455,HUMPHREY POINT BAR A,US,AK,,+69.917,-142.333,+0007.0,1958-04-01,1963-09-01
999999-26457,CAMDEN BAY,US,AK,,+69.983,-144.833,+0003.0,1958-03-24,1963-08-01
999999-26458,GERSTLE RIVER,US,AK,,+63.850,-144.983,+0004.9,1969-11-30,1970-09-17
999999-26494,FAIRBANKS 11 NE,US,AK,,+64.974,-147.510,+0347.5,2002-08-09,2025-06-05
999999-26510,MCGRATH ARPT,US,AK,PAMC,+62.957,-155.610,+0103.0,1948-07-03,1972-12-31
999999-26512,MINCHUMINA,US,AK,PAMH,+63.886,-152.302,+0214.0,1948-07-01,1969-05-01
999999-26513,SHUNGNAK CAA,US,AK,SHG,+66.900,-157.033,+0042.1,1948-07-09,1950-09-15
999999-26514,SKWENTNA,US,AK,PASW,+61.977,-151.217,+0045.1,1948-07-31,1959-02-17
999999-26516,ANIAK AIRPORT,US,AK,PANI,+61.583,-159.533,+0025.9,1948-07-01,1971-01-31
999999-26517,BETTLES CAA,US,AK,,+66.900,-151.717,+0260.9,1948-07-01,1951-05-01
999999-26519,FAREWELL FAA AP,US,AK,PAFK,+62.517,-153.883,+0458.1,1948-07-01,1971-02-01
999999-26523,KENAI MUNICIPAL AP,US,AK,PAEN,+60.580,-151.239,+0028.0,1948-07-01,1971-02-01
999999-26526,PUNTILLA LAKE,US,AK,KPTI,+62.091,-152.735,+0566.3,2004-07-02,2005-12-31
999999-26528,TALKEETNA STATE ARPT,US,AK,PATK,+62.320,-150.095,+0108.5,1948-07-01,1972-12-31
999999-26529,TANANA RALPH M CALHOUN MEM AP,US,AK,PATA,+65.175,-152.107,+0067.1,1948-07-01,1971-03-11
999999-26533,BETTLES FIELD,US,AK,PABT,+66.540,-151.310,+0196.0,1952-01-01,1972-12-31
999999-26539,FIVE MILE CAMP,US,AK,,+66.083,-150.000,+0134.1,1974-11-01,1975-11-01
999999-26540,OLD MAN,US,AK,,+67.450,-150.583,+0011.0,1974-11-01,1975-11-01
999999-26547,HAYES RIVER,US,AK,,+61.983,-152.083,+0305.1,2005-06-01,2005-12-31
999999-26562,PORT ALSWORTH 1 SW,US,AK,,+60.195,-154.320,+0097.8,2009-09-25,2025-06-05
999999-26563,KENAI 29 ENE,US,AK,,+60.724,-150.448,+0086.0,2010-08-30,2025-06-05
999999-26564,IVOTUK 1 NNE,US,AK,,+68.485,-155.751,+0581.9,2014-06-18,2022-11-27
999999-26565,DEADHORSE 3 S,US,AK,,+70.162,-148.464,+0009.1,2014-06-27,2025-04-09
999999-26616,KOTZEBUE RALPH WEIN MEMORIAL,US,AK,PAOT,+66.867,-162.633,+0004.9,1945-01-01,1972-12-31
999999-26617,NOME MUNICIPAL ARPT,US,AK,PAOM,+64.511,-165.440,+0006.7,1947-01-01,1972-12-31
999999-26618,WALES,US,AK,KWAA,+65.617,-168.050,+0002.7,1956-08-02,1958-05-17
999999-26619,CANDLE,US,AK,CDL,+65.933,-161.917,+0007.0,1948-07-01,1948-09-01
999999-26627,UNALAKLEET FIELD,US,AK,PAUN,+63.883,-160.800,+0006.1,1948-07-01,1972-12-31
999999-26637,CAPE BEAUFORT LIZ A,US,AK,,+69.033,-163.783,+0014.9,1957-10-14,1963-08-24
999999-26638,POINT LAY LIZ 2,US,AK,PIZ,+69.733,-163.017,+0006.1,1957-08-01,1972-12-31
999999-26655,RED DOG MINE 3 SSW,US,AK,,+68.028,-162.921,+0287.1,2010-08-25,2025-06-05
999999-26656,BETHEL 87 WNW,US,AK,,+61.347,-164.077,+0046.6,2018-08-17,2025-06-05
999999-26703,GAMBELL,US,AK,PAGM,+63.767,-171.733,+0007.9,1948-07-01,1953-07-01
999999-27102,HOLMAN ISLAND,CA,,CYHI,+70.500,-117.633,+0009.1,1958-01-01,1984-01-01
999999-27201,SACHS HARBOUR,CA,,CYSY,+71.950,-124.733,+0084.1,1955-11-01,1984-01-01
999999-27202,CAPE PARRY,CA,NT,,+70.167,-124.683,,1956-01-01,1972-12-31
999999-27301,MCINTYRE POW C,US,AK,,+70.400,-148.700,+0004.9,1958-03-01,1963-07-01
999999-27403,OLIKTOK POW 2,US,AK,OLI,+70.500,-149.883,+0004.9,1957-08-09,1972-12-31
999999-27404,FLAXMAN ISLAND POW 3,US,AK,,+70.167,-146.833,+0007.0,1957-08-15,1971-07-01
999999-27405,PRUDHOE BAY,US,AK,PAUD,+70.250,-148.333,+0014.0,1968-07-01,1972-12-31
999999-27503,WAINWRIGHT AIRPORT,US,AK,PAWI,+70.639,-159.995,+0009.1,1948-07-01,2005-12-31
999999-27506,BARROW POINT BARROW,US,AK,PBA,+71.333,-156.650,+0006.1,1959-08-26,1971-01-01
999999-27507,PEARD BAY LIZ C,US,AK,,+70.800,-158.250,+0028.0,1957-08-01,1963-07-01
999999-27508,WAINWRIGHT LIZ 3,US,AK,PAWI,+70.617,-159.850,+0027.1,1957-08-02,1972-12-31
999999-27510,CAPE SIMPSON POW A,US,AK,,+71.050,-154.750,+0003.0,1957-11-01,1963-09-03
999999-27511,KOGRU RIVER POW B,US,AK,,+71.583,-152.167,+0009.1,1958-01-01,1963-09-04
999999-27512,LONELY,US,AK,LNI,+70.917,-153.250,+0009.1,1957-07-26,1972-12-31
999999-27516,UTQIAĠVIK FORMERLY BARROW 4 ENE,US,AK,,+71.321,-156.611,+0004.6,2002-08-08,2025-06-05
999999-27601,ICY CAPE LIZ B,US,AK,,+70.367,-161.750,+0014.9,1957-11-01,1963-08-28
999999-33126,SIGONELLA,IT,,KQNS,+37.400,+014.917,+0031.1,1960-03-11,1978-12-31
999999-34048,CHATEAUROUX,FR,,LFLX,+46.850,+001.717,+0164.0,1951-07-31,1966-12-30
999999-34051,TOUL ROSIERE,FR,,LFSL,+48.767,+005.983,+0288.0,1952-03-19,1967-01-31
999999-34052,CHAUMONT,FR,,LFQU,+48.100,+005.050,+0313.0,1952-05-05,1966-12-30
999999-34053,LAON,FR,,LLXO,+49.633,+003.550,+0082.9,1952-05-31,1966-12-30
999999-34061,EVREUX,FR,,LFOE,+49.017,+001.233,+0141.1,1954-10-22,1967-06-08
999999-34062,PHALSBOURG,FR,,,+48.817,+007.200,+0313.0,1954-10-24,1966-11-18
999999-34065,DREUX,FR,,LFOX,+48.650,+001.100,+0182.9,1955-09-02,1966-10-07
999999-34066,ORLEANS,FR,,LFOS,+47.933,+001.883,+0128.0,1957-03-01,1967-03-17
999999-34067,BRIENNE,FR,,LFOK,+48.433,+004.483,+0120.1,1963-01-02,1965-05-21
999999-34071,VERDUN,FR,,LFZU,+49.117,+005.467,+0371.9,1959-11-02,1967-02-14
999999-34072,SUIPPES RANGE (MET),FR,,LFFS,+49.150,+004.533,,1960-02-01,1967-02-28
999999-34194,VERONA,IT,,LIPN,+45.467,+010.933,+0093.0,1960-01-20,1967-12-29
999999-34196,GABLINGEN,GM,,EDOX,+48.450,+010.867,+0466.0,1963-09-10,1967-12-29
999999-35034,LAKENHEATH RAF,UK,,EGUL,+52.400,+000.567,+0010.1,1949-05-01,1967-12-31
999999-35046,MILDENHALL,UK,,EGUN,+52.367,+000.483,+0010.1,1950-07-14,1967-12-31
999999-35047,MANSTON,UK,,EGUM,+51.350,+001.367,+0043.9,1950-07-20,1958-05-31
999999-35048,BENTWATERS,UK,,EGVJ,+52.133,+001.433,+0025.9,1951-06-01,1967-12-31
999999-35049,STANTON,UK,,,+52.317,+000.917,+0061.0,1951-06-01,1959-01-09
999999-40308,YAP ISLAND WSO AP,FM,FM,PTYA,+09.483,+138.083,+0017.1,1952-01-01,1972-12-31
999999-40309,KOROR WSO,PS,PC,PTKR,+07.333,+134.483,+0033.2,1952-01-01,1972-12-31
999999-40504,WEATHER SERVICE BUILDING,FM,FM,,+06.967,+158.217,+0036.6,1953-01-01,2025-06-05
999999-40505,CHUUK WSO AP,FM,FM,PTKK,+07.450,+151.833,+0002.4,1952-01-01,1972-12-31
999999-40604,KWAJALEIN MISSLE RAN,RM,PC,PKWA,+08.733,+167.733,+0007.9,1953-01-01,1972-12-31
999999-40710,WEATHER SERVICE OFFICE BUILDING,RM,MH,,+07.065,+171.272,+0003.1,1955-01-31,2024-08-31
999999-41003,DA NANG,VM,,VVSD,+16.050,+108.200,+0007.0,1965-11-30,1967-12-31
999999-41013,KY HA,VM,,IKYU,+15.467,+108.700,+0018.0,1965-09-30,1967-10-31
999999-41024,MARBLE MOUNTAIN,VM,,,+16.033,+108.250,+0009.1,1966-02-01,1967-12-31
999999-41056,QUANG TRI,VM,,VVQT,+16.767,+107.167,+0014.0,1967-12-15,1969-10-31
999999-41068,VANDERGRIF,VM,,ILZV,+16.683,+106.833,+0036.9,1968-07-14,1969-09-30
999999-41224,SANGLEY POINT,RP,,RPMS,+14.500,+120.917,+0002.1,1947-01-01,1963-12-31
999999-41225,SAN JOSE,RP,,,+12.600,+121.000,+0004.0,1945-05-14,1945-09-17
999999-41226,LEYTE GULF NF,RP,,RLTE,+11.067,+125.033,+0004.0,1945-07-31,1945-08-29
999999-41227,MANILA NF,RP,,,+14.600,+121.000,+0004.0,1945-12-31,1946-01-31
999999-41228,MANILA NF,RP,,,+14.600,+121.000,+0032.9,1946-06-30,1947-01-23
999999-41229,MANILA,RP,,,+14.550,+120.983,+0004.0,1947-01-31,1947-06-30
999999-41230,OLONGAPO,RP,,ROLP,+14.817,+120.283,+0004.0,1950-01-10,1955-07-29
999999-41231,CUBI POINT NF,RP,,RPLB,+14.800,+120.267,+0014.0,1955-07-31,1972-12-31
999999-41406,GUAM WFO,GQ,,PGUM,+13.483,+144.800,+0077.4,1945-08-31,1995-03-31
999999-41407,GUAM MARSHALL ISLAND,GQ,,,+13.467,+144.250,+0054.9,1946-05-31,1946-12-31
999999-41408,SAIPAN MARSHALL ISLA,CQ,,PGSN,+15.117,+145.700,+0032.0,1953-05-09,1962-06-18
999999-41411,GUAM OROTE,GQ,,,+13.433,+144.633,+0024.1,1945-05-31,1948-05-29
999999-41412,SAIPAN MARSHALL ISLA,RM,,,+15.217,+145.750,+0011.0,1950-12-31,1951-05-31
999999-41413,TINIAN,CQ,,PGWT,+15.000,+145.633,+0082.0,1945-06-30,1946-02-28
999999-41414,GUAM NORTH AFB,GQ,GU,,+13.583,+144.917,+0186.5,2004-07-01,2004-12-31
999999-41415,,GQ,GU,,+13.560,+144.838,+0110.0,1967-12-31,1972-12-31
999999-41606,WAKE ISLAND,WQ,PC,PWAK,+19.283,+166.650,+0003.7,1949-10-31,1972-12-31
999999-42204,KADENA AB,JA,,RODN,+26.350,+127.767,+0043.0,1948-12-31,1968-03-31
999999-42210,YONABARU RYUKYU ISLA,JA,,,+26.200,+127.750,+0009.1,1945-08-31,1947-09-30
999999-42215,FUTENMA,US,,ROTM,+26.267,+127.750,+0084.1,1960-06-30,1972-12-31
999999-42216,HAMBY AAF,JA,,ROHF,+26.300,+127.767,+0004.9,1963-08-25,1968-03-31
999999-42402,CHICHI JIMA BONIN ISLAND,JA,,,+27.083,+142.200,,1953-10-04,1968-06-25
999999-42501,MARCUS ISLAND NF,JA,,,+24.283,+153.967,+0007.0,1945-12-31,1947-07-31
999999-42502,MINAMI TORI SHIMA MA,JA,,PZMI,+24.300,+153.967,+0006.1,1963-06-30,1968-06-30
999999-43204,HUNG CHIA,CH,,,+31.233,+121.450,+0027.1,1945-12-08,1949-04-25
999999-43205,TSINGTAO,CH,,,+36.183,+120.383,+0014.0,1945-12-31,1948-09-30
999999-43213,PUSAN AST - ROK K-9,KS,,RKPP,+35.167,+129.133,+0004.9,1950-09-05,1962-12-31
999999-43214,TAEJON ROK K-5,KS,,RKTD,+36.450,+127.433,+0039.9,1954-06-30,1967-12-31
999999-43220,KWANDAE RI TEAM 840,KS,,RKNK,+38.017,+128.133,+0181.1,1951-09-09,1967-12-31
999999-43238,YONGIL MAN MAG 12,KS,,,+35.983,+129.433,+0020.1,1951-12-31,1956-07-31
999999-43240,SACHEON AB,KS,,,+35.089,+128.070,+0007.6,1954-06-30,1970-09-30
999999-43263,CHEJU DO K 39,KS,,,+33.200,+126.267,+0013.1,1954-07-29,1967-12-31
999999-43270,CHANGGAI GAP ROK K 3,KS,,,+36.083,+129.567,+0021.0,1958-05-15,1967-12-31
999999-43273,OSAN,KS,,RKSN,+37.033,+126.750,+0011.9,1963-02-28,1967-12-29
999999-43309,IRUMA,JA,,RJTJ,+35.833,+139.417,+0093.9,1948-12-31,1960-12-31
999999-43313,FUSSA,JA,,RJTY,+35.750,+139.350,+0139.0,1948-12-31,1968-03-31
999999-43316,BRADY,JA,,RKBD,+33.633,+130.500,+0014.0,1950-09-16,1955-06-05
999999-43317,YUKUHASHI,JA,,RJFZ,+33.667,+131.033,+0011.9,1950-08-11,1957-06-30
999999-43318,NIIGATA,JA,,,+37.956,+139.121,+0008.8,1951-02-28,1957-06-30
999999-43320,OPPAMA,JA,,,+35.317,+139.650,+0007.9,1951-06-30,1960-06-24
999999-43321,KISARAZU,JA,,RJTK,+35.383,+139.917,+0006.1,1952-07-25,1959-03-31
999999-43322,IWAKUNI,JA,,RIWA,+34.150,+132.233,+0003.0,1952-10-31,1954-09-15
999999-43323,YOKOSUKA,JA,,RJTX,+35.283,+139.667,+0053.0,1953-02-28,1976-12-31
999999-43324,IWAKUNI,JA,,RJOI,+34.150,+132.233,+0003.0,1952-10-31,1972-12-31
999999-43325,KASTNER AAF,JA,,RJTW,+35.517,+139.400,+0107.0,1954-12-30,1970-12-31
999999-44101,PEKING,CH,,RPEK,+40.000,+116.500,+0050.9,1946-04-30,1946-06-30
999999-44301,KHABAROVSK,RS,,EUHH,+48.483,+135.483,+0053.0,1945-09-14,1945-12-18
999999-45708,SHEMYA ISLAND,US,AK,,+52.717,+174.100,+0039.9,1949-01-01,1955-12-01
999999-45709,ATTU NS,US,AK,ATU,+52.800,+173.167,+0028.0,1947-01-01,1958-06-25
999999-45714,SHEMYA ISLAND,US,AK,,+52.717,+174.100,+0034.1,1958-06-28,1959-09-01
999999-45715,SHEMYA AFB,US,AK,PASY,+52.717,-174.100,+0029.6,1959-09-01,2004-12-31
999999-53002,ARTESIA 2 WNW,US,NM,,+32.855,-104.457,+1067.1,2010-06-24,2014-06-01
999999-53003,GRANTS 2 S,US,NM,,+35.119,-107.830,+1963.8,2010-08-28,2014-06-01
999999-53004,BLUFF 32 NW,US,UT,,+37.601,-109.989,+1959.3,2010-08-13,2014-06-01
999999-53005,BUENA VISTA 2 SSE,US,CO,,+38.811,-106.122,+2418.0,2010-07-17,2014-06-01
999999-53006,AMADO 23 W,US,AZ,,+31.692,-111.448,+1005.8,2010-09-26,2014-06-01
999999-53007,COLORADO SPRINGS 23 NW,US,CO,,+39.088,-105.088,+2399.4,2010-06-30,2014-06-01
999999-53008,CLOVIS 7 N,US,NM,,+34.512,-103.174,+1315.5,2009-12-13,2014-06-01
999999-53009,RAMAH 9 SE,US,NM,,+35.046,-108.364,+2183.6,2010-09-02,2014-06-01
999999-53010,MONTICELLO 24 NW,US,UT,,+38.140,-109.617,+1531.6,2010-08-14,2014-06-01
999999-53011,TSAILE 1 SSW,US,AZ,,+36.292,-109.218,+2155.2,2010-08-17,2013-06-24
999999-53012,BLANDING 26 SSW,US,UT,,+37.267,-109.607,+1338.1,2010-08-15,2014-06-01
999999-53013,CEDAR CITY 18 SSE,US,UT,,+37.457,-113.225,+1553.3,2010-08-04,2014-06-01
999999-53014,MEXICAN HAT 10 NW,US,UT,,+37.251,-109.988,+1939.8,2010-08-18,2014-06-01
999999-53015,HAGERMAN 10 ESE,US,NM,,+33.088,-104.162,+1082.7,2010-09-04,2014-06-01
999999-53016,VAUGHN 36 SSE,US,NM,,+34.137,-104.930,+1534.4,2010-08-28,2014-06-01
999999-53017,AZTEC 43 E,US,NM,,+36.750,-107.219,+2140.9,2010-08-31,2014-06-01
999999-53129,COLORADO CITY MUNI AIRPORT,US,AZ,KAZC,+36.960,-113.014,+1485.6,2002-08-02,2004-12-31
999999-53131,TUCSON 11 W,US,AZ,,+32.240,-111.170,+0833.0,2002-09-18,2025-06-05
999999-53132,ELGIN 5 S,US,AZ,,+31.591,-110.509,+1466.4,2002-09-15,2025-06-05
999999-53136,MERCURY 3 SSW,US,NV,,+36.624,-116.023,+1001.0,2001-05-24,2025-06-05
999999-53138,BAKER 5 W,US,NV,,+39.012,-114.209,+2016.9,2004-05-09,2025-06-05
999999-53139,STOVEPIPE WELLS 1 SW,US,CA,,+36.602,-117.145,+0025.6,2004-05-04,2025-06-05
999999-53149,TORREY 7 E,US,UT,,+38.303,-111.294,+1891.0,2007-10-02,2025-06-05
999999-53150,YOSEMITE VILLAGE 12 W,US,CA,,+37.759,-119.821,+2017.8,2007-09-28,2025-06-05
999999-53151,FALLBROOK 5 NE,US,CA,,+33.439,-117.190,+0347.5,2008-04-30,2025-06-05
999999-53152,SANTA BARBARA 11 W,US,CA,,+34.414,-119.880,+0005.5,2008-08-14,2025-06-05
999999-53154,YUMA 27 ENE,US,AZ,,+32.835,-114.188,+0189.0,2008-03-19,2025-06-05
999999-53155,WILLIAMS 35 NNW,US,AZ,,+35.755,-112.337,+1825.8,2008-06-26,2025-06-05
999999-53156,PHOENIX 7 S,US,AZ,,+33.347,-112.083,+0427.9,2010-03-01,2014-06-01
999999-53159,CAMERON 25 SSE,US,AZ,,+35.504,-111.345,+1465.2,2009-12-15,2014-06-01
999999-53160,CAMP VERDE 3 N,US,AZ,,+34.614,-111.843,+1046.7,2010-03-02,2014-06-01
999999-53162,COOLIDGE 5 W,US,AZ,,+32.992,-111.533,+0434.3,2010-02-27,2014-06-01
999999-53163,SOCORRO 17 WSW,US,NM,,+33.980,-107.187,+3196.1,2010-06-25,2014-06-01
999999-53164,PAGE 9 WSW,US,AZ,,+36.864,-111.601,+0991.8,2010-08-03,2014-06-01
999999-53165,DELTA 4 NE,US,UT,,+39.387,-112.510,+1451.2,2010-08-01,2014-06-01
999999-53166,ST. GEORGE 15 NE,US,UT,,+37.216,-113.379,+1041.5,2010-08-05,2012-09-27
999999-53167,MIDWAY 3 NE,US,UT,,+40.547,-111.414,+1752.0,2010-07-23,2014-06-01
999999-53168,AJO 29 S,US,AZ,,+31.950,-112.801,+0506.3,2010-09-27,2014-06-01
999999-53169,KAYENTA 16 WSW,US,AZ,,+36.682,-110.542,+2217.1,2010-08-19,2014-06-01
999999-53170,HEBER 3 SE,US,AZ,,+34.398,-110.566,+2019.3,2009-12-17,2014-06-01
999999-53171,MILFORD 42 WNW,US,UT,,+38.594,-113.751,+1601.7,2010-08-02,2014-06-01
999999-53172,LAKE HAVASU CITY 19 SE,US,AZ,,+34.253,-114.134,+0126.8,2010-09-22,2014-06-01
999999-53173,NAGEEZI 18 SSW,US,NM,,+36.035,-107.905,+1965.7,2010-09-01,2014-06-01
999999-53176,GILA BEND 3 ENE,US,AZ,,+32.965,-112.670,+0237.7,2010-09-24,2014-06-01
999999-53186,DEATH VALLEY NATIONAL PARK,US,CA,,+36.463,-116.867,-0059.1,2022-05-03,2025-06-04
999999-53843,ANDALUSIA-OPP  MUNICIPAL AIRPORT,US,AL,,+31.309,-086.394,+0094.5,2004-07-02,2005-12-30
999999-53846,KINGS BAY/NAVAL STATION,US,GA,,+30.800,-081.500,+0015.2,1996-07-02,1997-12-31
999999-53848,NAVAL AUXILIARY LANDING FD,US,FL,KNFJ,+30.507,-086.960,+0033.8,1996-07-02,2009-12-31
999999-53854,ORANGEBURG MUNICIPAL AP,US,SC,KOGB,+33.462,-080.858,+0060.0,1997-06-02,1997-12-31
999999-53867,COLUMBIA OWENS DOWNTOWN AP,US,SC,KCUB,+33.971,-080.996,+0064.6,1998-10-02,2005-12-31
999999-53877,ASHEVILLE 8 SSW,US,NC,,+35.495,-082.614,+0655.6,2000-11-20,2025-06-05
999999-53878,ASHEVILLE 13 S,US,NC,,+35.419,-082.557,+0641.0,2000-11-21,2025-06-05
999999-53882,KNOXVILLE ISLAND AP,US,GA,KBGE,+30.983,-084.633,+0043.0,2002-06-02,2005-12-31
999999-53894,HERLONG AIRPORT,US,FL,KHEG,+30.278,-081.806,+0026.5,2002-06-02,2005-07-02
999999-53921,MOUNT IDA,US,AR,KMWT,+34.547,-093.578,+0214.0,1999-03-02,2004-12-31
999999-53926,STILLWATER 2 W,US,OK,,+36.118,-097.091,+0271.3,2002-03-12,2025-06-05
999999-53927,STILLWATER 5 WNW,US,OK,,+36.135,-097.108,+0270.7,2002-03-12,2025-06-05
999999-53960,LAFAYETTE 13 SE,US,LA,,+30.092,-091.873,+0010.7,2003-01-11,2025-06-05
999999-53961,MONROE 26 N,US,LA,,+32.883,-092.117,+0026.8,2003-01-15,2025-06-05
999999-53968,PALESTINE 6 WNW,US,TX,,+31.780,-095.723,+0116.7,2003-05-25,2025-06-05
